Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_32_689.jpg;-9.006443;0;0;0.0159569;112.668;39.60289;0.6051924;266.6035;0.03162603
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_32_758.jpg;-11.98656;0;0;0.01827765;112.668;39.60287;0.5203629;263.9048;0.04821511
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_32_824.jpg;-14.99403;0;0;0.02008337;112.668;39.60284;0.4498202;261.2955;0.05743573
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_32_890.jpg;-15;0;0;0.02170934;112.668;39.60282;0.3761121;258.5956;0.05909292
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_32_959.jpg;-15;0;0;0.02234061;112.668;39.60278;0.2768537;254.9957;0.0492085
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_33_025.jpg;-15;0;0;0.02248543;112.668;39.60275;0.2042372;252.2958;0.03382705
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_33_090.jpg;-15;0;0;0.02197585;112.668;39.60272;0.1350743;249.5959;0.01282157
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_33_159.jpg;-15;0;0;0.02111554;112.668;39.60268;0.05059001;245.996;359.9782
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_33_218.jpg;-15;0;0;0.01989691;112.668;39.60266;-0.00562539;243.296;359.9491
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_33_290.jpg;-15;0;0;0.01780708;112.668;39.60264;359.9451;240.5959;359.9187
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_33_360.jpg;-15;0;0;0.01596392;112.668;39.60261;359.8907;236.9959;359.8785
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_33_417.jpg;-15;0;0;0.01395265;112.668;39.60259;359.8587;234.2958;359.8501
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_33_490.jpg;-15;0;0;0.01183587;112.668;39.60258;359.8339;231.5957;359.8244
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_33_557.jpg;-11.80736;0;0;0;112.668;39.60256;359.8094;228.5844;359.7976
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_33_624.jpg;-8.791378;0;0;0;112.668;39.60255;359.7959;226.9108;359.7847
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_33_690.jpg;-5.787796;0;0;0;112.668;39.60255;359.7881;225.6896;359.7803
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_33_757.jpg;-2.806104;0;0;0;112.668;39.60255;359.7828;224.8413;359.7852
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_33_822.jpg;0;0;0;0;112.668;39.60255;359.782;224.7642;359.7955
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_33_890.jpg;0;0;0;0;112.668;39.60256;359.7851;224.7642;359.8094
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_33_957.jpg;0;0;0;0;112.668;39.60256;359.7952;224.7642;359.832
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_34_025.jpg;0;0;0;0;112.668;39.60257;359.8068;224.7642;359.8513
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_34_089.jpg;0;0;0;0;112.668;39.60258;359.8212;224.7642;359.872
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_34_157.jpg;0;0;0;0;112.668;39.60259;359.8441;224.7642;359.9008
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_34_224.jpg;0;0;0;0;112.668;39.6026;359.8633;224.7642;359.9226
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_34_289.jpg;0;0;0;0;112.668;39.60261;359.8838;224.7642;359.9441
C:\Users\Carlos Eduardo Motta\Desktop\IMG\robocam_2017_06_01_21_19_34_356.jpg;0;0;0;0;112.668;39.60263;359.9122;224.7642;359.9715
